DataID,Publication date,Titile,Author#1,Author#2,Author#3,Author#4,Author#5,Author#6,Author#7,Author#8,Author#9,Author#10,Author#11
Digital Data 2008-0777,December 08  2008,Hubbles Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0776,December 08  2008,Hilda Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0775,December 08  2008,Hastings Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0774,December 08  2008,Hasse Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0773,December 08  2008,Hanmore Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0772,December 08  2008,Gull Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0771,December 08  2008,Gregg Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0770,December 08  2008,Graveyard/Cache Lakes  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0769,December 08  2008,Grassy Island Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0768,December 08  2008,Grande Cache Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0767,December 08  2008,Gosling Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0766,December 08  2008,Goose Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0765,December 08  2008,Goodfish Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0764,December 08  2008,Gooseberry Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0763,December 08  2008,Goldeye Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0762,December 08  2008,Glenmore Reservoir  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0761,December 08  2008,Ghost Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0760,December 08  2008,Garner Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0759,December 08  2008,Gap Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0758,December 08  2008,Frog Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0757,December 08  2008,Freeman Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0756,December 08  2008,Fork Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0755,December 08  2008,Floatingstone Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0754,December 08  2008,Fickle Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0753,December 08  2008,Fawcett Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0752,December 08  2008,Ethel Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0751,December 08  2008,Elkwater Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0750,December 08  2008,Eden Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0749,December 08  2008,Dillberry Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0748,December 08  2008,Dakin Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0747,December 08  2008,Lac Cyr  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0746,December 08  2008,Crowsnest Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0745,December 08  2008,Crimson Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0744,December 08  2008,Crane Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0743,December 08  2008,Cow Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0742,December 08  2008,Cooking Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0741,December 08  2008,Cold Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0740,December 08  2008,Coal Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0739,December 08  2008,Claude Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0738,December 08  2008,Clairmont Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0737,December 08  2008,Chin Lakes  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0736,December 08  2008,Chickenhill Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0735,December 08  2008,Chickakoo Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0734,December 08  2008,Chestermere Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0733,December 08  2008,Charron Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0732,December 08  2008,Charlotte Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0731,December 08  2008,Chain Lakes  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0730,December 08  2008,Caribou Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0729,December 08  2008,Cardinal Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0728,December 08  2008,Cache Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0727,December 08  2008,Burnstick Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0726,December 08  2008,Burnt Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0725,December 08  2008,Buffalo Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0724,December 08  2008,Buck Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0723,December 08  2008,Bridge Lakes  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0722,December 08  2008,Bonnie Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0721,December 08  2008,Black Mud Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0720,April 03  2009,Blood Indian Creek Reservoir  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0719,December 08  2008,Birch Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0718,December 08  2008,Birch Lake North Bay  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0717,December 08  2008,Lac La Biche  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0716,December 08  2008,Beaver Mines Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0715,December 08  2008,Beaver Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0714,December 08  2008,Beauvallon Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0713,December 08  2008,Bear Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0712,December 08  2008,Battle Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0711,December 08  2008,Bassano Reservoir  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0710,December 08  2008,Baptiste Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0709,December 08  2008,Astotin Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0708,December 08  2008,Arm Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0707,December 08  2008,Antler Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0706,December 08  2008,Lac Ste. Anne  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0705,December 08  2008,Angling Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0704,December 08  2008,Amisk Lake  Alberta - Boundary (GIS data  polygon features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0703,December 08  2008,Wolf Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0702,December 08  2008,Wizard Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0701,December 08  2008,Winefred Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0700,December 08  2008,Willow Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0699,December 08  2008,Wildhorse Lakes  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0698,December 08  2008,Whitney Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0697,December 08  2008,Whitefish Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0696,December 08  2008,Watt Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0695,December 08  2008,Wakomao Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0694,December 08  2008,Wabamun Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0693,December 08  2008,Vincent Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0692,December 08  2008,Victor Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0691,December 08  2008,Utikuma Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0690,December 08  2008,Upper Mann Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0689,December 08  2008,Upper Kananaskis Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0688,December 08  2008,Twin Lakes  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0687,December 08  2008,Tucker Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0686,December 08  2008,Touchwood Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0685,December 08  2008,Telford Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0684,December 08  2008,Sylvan Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0683,December 08  2008,Swan Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0682,December 08  2008,Sturgeon Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0681,December 08  2008,Strubel Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0680,December 08  2008,Steele Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0679,December 08  2008,Star Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0678,December 08  2008,Square Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0677,December 08  2008,Spring Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0676,December 08  2008,South Heart Reservoir  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0675,December 08  2008,Socomy Mobil Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0674,December 08  2008,Snipe Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0673,December 08  2008,Smoky Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0672,December 08  2008,Smoke Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0671,December 08  2008,Skeleton Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0670,December 08  2008,Shiningbank Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0669,December 08  2008,Seibert Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0668,December 08  2008,Lac Sante  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0667,December 08  2008,Sang Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0666,December 08  2008,Sandy Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0665,December 08  2008,Samson Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0664,December 08  2008,Rock Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0663,December 08  2008,Reita Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0662,December 08  2008,Red Deer Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0661,December 08  2008,Pinehurst Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0660,December 08  2008,Pine Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0659,December 08  2008,Pigeon Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0658,December 08  2008,Pierre Greys Lakes  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0657,December 08  2008,Peanut Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0656,December 08  2008,Payne Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0655,December 08  2008,Outpost Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0654,December 08  2008,Oliver Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0653,December 08  2008,Obed Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0652,December 08  2008,North Buck Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0651,December 08  2008,Lac la Nonne  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0650,December 08  2008,Nipisi Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0649,December 08  2008,Nakamun Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0648,December 08  2008,Muriel Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0647,December 08  2008,Muir Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
Digital Data 2008-0646,December 08  2008,Mud Lake  Alberta - Bathymetry (GIS data  line features),Alberta Environment,,,,,,,,,,
